t,a_w,a_b,a_w_next,a_b_next,y,w_w,w_b,n_w,n_b,h_w,h_b,p_w_given_wparent,p_w_given_bparent,mobility_up_b_to_w,mobility_down_w_to_b
65,30.401099265807066,40.93843686184023,30.843365404598153,41.55908666347449,23.236969807079312,16.27881738135114,19.14266825139493,0.29396949674036094,0.7060305032596383,0.4422661387910872,0.6206498016342552,0.8234424892170011,0.07347044619822524,0.07347044619822524,0.1765575107829989
66,30.843365404598153,41.55908666347449,31.28558460748107,42.17978340101691,23.58226624219298,16.520458092178927,19.427461618446525,0.29393030881668825,0.706069691183311,0.442219202882916,0.6206967375424264,0.8234319235357578,0.0734620394097344,0.0734620394097344,0.17656807646424222
67,31.28558460748107,42.17978340101691,31.727758033311794,42.80052591561153,23.927557188001927,16.76209366524005,19.712252086747032,0.2938920901551375,0.7061079098448617,0.4421734258307224,0.62074251459462,0.8234216041761753,0.07345383097578201,0.07345383097578201,0.17657839582382462
68,31.727758033311794,42.80052591561153,32.16988679615211,43.42131309319655,24.27284278760017,17.003724234192035,19.99703973242351,0.2938548032303272,0.706145196769672,0.4421287628403211,0.6207871775850213,0.8234115221793756,0.07344581358761629,0.07344581358761629,0.1765884778206243
69,32.16988679615211,43.42131309319655,32.61197196760927,44.042143862164735,24.618123178308032,17.245349927297124,20.281824628529307,0.2938184124797642,0.7061815875202351,0.4420851714571582,0.6208307689681843,0.8234016690249997,0.07343798029941812,0.07343798029941812,0.1765983309750003
70,32.61197196760927,44.042143862164735,33.054014579022486,44.66301719117686,24.963398491984545,17.486970867714824,20.56660684520975,0.29378288417522014,0.7062171158247791,0.44204261141321494,0.6208733290121274,0.8233920366044416,0.07343032450578785,0.07343032450578785,0.17660796339555865
71,33.054014579022486,44.66301719117686,33.496015623508384,45.28393208711631,25.308668855318842,17.728587173774663,20.851386449856733,0.2937481863041885,0.7062518136958108,0.4420010444858964,0.6209148959394462,0.8233826171960232,0.07342283992089597,0.07342283992089597,0.17661738280397676
72,33.496015623508384,45.28393208711631,33.9379760578762,45.90488759317384,25.653934390102165,17.970198959230775,21.136163507253134,0.29371428846050956,0.7062857115394897,0.4419604343678164,0.620955506057526,0.8233734034419562,0.0734155205591588,0.0734155205591588,0.1766265965580437
73,33.9379760578762,45.90488759317384,34.37989680442271,46.52588278705267,25.999195213481833,18.211806333499638,21.42093807970768,0.2936811617433387,0.7063188382566605,0.4419207465465056,0.620995193878837,0.8233643883269325,0.0734083607173076,0.0734083607173076,0.1766356116730677
74,34.37989680442271,46.52588278705267,34.82177875261587,47.14691677928486,26.344451438199208,18.453409401882592,21.70571022718138,0.2936487786637213,0.7063512213362779,0.4418819481931601,0.6210339922321823,0.8233555651582168,0.07340135495773607,0.07340135495773607,0.17664443484178313
75,34.82177875261587,47.14691677928486,35.26362276067552,47.76798871165055,26.689703172812052,18.695008265773883,21.990480007405772,0.29361711305810834,0.7063828869418909,0.4418440080596495,0.621071932365693,0.8233469275471216,0.07339449809302115,0.07339449809302115,0.17665307245287837
76,35.26362276067552,47.76798871165055,35.70542965705858,48.38909775569283,27.034950521903017,18.936603022855696,22.275247475993734,0.293586140008215,0.7064138599917842,0.4418068963830643,0.6211090440422782,0.8233384693917445,0.0733877851715196,0.0733877851715196,0.1766615306082555
77,35.70542965705858,48.38909775569283,36.14720024185575,49.010243111321,27.38019358627532,19.178193767281034,22.560012686543605,0.2935558357666828,0.7064441642333164,0.44177058479717013,0.6211453556281723,0.8233301848608793,0.07338121146395693,0.07338121146395693,0.1766698151391207
78,36.14720024185575,49.010243111321,36.58893528810593,49.631424005496164,27.725432463136226,19.41978058984531,22.84477569073679,0.29352617768805545,0.7064738223119438,0.4417350462501818,0.6211808941751605,0.8233220683790008,0.07337477245092551,0.07337477245092551,0.17667793162099907
79,36.58893528810593,49.631424005496164,37.03063554303427,50.25263969099317,28.070667246269377,19.661363578147455,23.129536538429495,0.29349714416463024,0.706502855835369,0.44170025492833914,0.6212156854970032,0.8233141146122464,0.0733684638112254,0.0733684638112254,0.17668588538775357
